12468,recrudescence,1,,,
11355,redolent,1,,,
6715,remonstrance,1,,,
6682,reposed,1,,,
5812,reproach,2,,,
9230,reprovingly,1,,reproving,conveying or expressing blame or disapproval.
5184,respite,2,,,
6386,reverie,1,,,
9291,riffling,1,,,
9796,riling,1,,,
10977,ripostes,1,,,
370,roper,48,,,
8093,ruefully,1,,,
7876,rugger,1,,,
4143,sallow,3,,,
11028,saltires,1,,,
5637,salubrious,2,,,
8921,salver,1,,,
9957,sangfroid,1,,,
9582,sardonic,1,,,
7090,sashayed,1,,,
10487,scabrous,1,,,
6569,scanty,2,,,
9872,scapegrace,1,,,
8541,scarpered,1,,,
6649,scoffed,1,,,
10325,scouse,1,,,
7454,scudded,1,,,
13230,scunnered,1,,,
12305,scupper,1,,,
9599,scurried,1,,,
9046,scurrilous,1,,,
11914,scuttle,1,,,
6398,sententiously,2,,sententious,given to moralizing in a pompous or affected manner.
4193,sheaf,3,,,
5601,shoddy,2,,,
2370,sib,6,,,
8701,skint,1,,,
10479,skivvy,1,,,
7480,slagging,2,,,
3949,slapdash,3,,,
9615,slipshod,1,,,
9990,slogged,1,,,
11035,slunk,1,,,
11523,smarmier,1,,,
11033,snaffle,1,,,
4404,snarling,3,,,
6828,snide,1,,,
2737,sodden,5,,,
8779,sopping,1,,,
3797,sordid,3,,,
7745,spad,2,,,
7244,spandrels,1,,,
7873,spatulate,1,,,
13382,squidgy,1,,,
13722,squiffy,1,,,
8629,staid,1,,,
11716,stalwart,1,,,
7928,stickleback,1,,,
7788,stinkhorn,1,,,
10489,strafing,1,,,
6095,straggly,2,,,
9453,stratocaster,1,,,"colloquially known as the Strat, is a model of electric guitar"
5595,stupor,2,,,
8077,stymied,1,,,
9144,succour,1,,,
4057,sullen,3,,,
6009,sundries,2,,,
8780,superciliously,1,,supercilious,behaving or looking as though one thinks one is superior to others.
4734,suppurating,2,,,
7659,surfeit,1,,,
7105,tabards,1,,,
11286,taciturn,1,,,
8658,taunter,1,,taunt,"a remark made in order to anger, wound, or provoke someone."
8431,tawny,1,,,
5852,tergo,2,,,
5030,tersely,3,,tersre,sparing in the use of words; abrupt.
9059,tetchy,1,,,
10380,thither,1,,,
10044,threadbare,1,,,
13110,thrum,1,,,
10835,titter,1,,,
5207,toft,2,,,
5123,tomming,2,,,
10761,tottering,1,,,
10804,traipsed,1,,,
7145,triquetra,2,,,
10591,trompe,1,,,
8735,truculent,1,,,
5570,trundling,2,,,
2099,trussed,7,,,
11283,tutting,1,,,
10914,unbidden,1,,,
13191,unctuous,1,,,
5581,unfeigned,2,,,
5959,ungainly,2,,,
5573,unperturbed,2,,,
13830,unpropitious,1,,,
1656,vainglorious,9,,,
2997,varicocele,4,,,
7075,verdant,1,,,
1963,verity,10,,,
9440,vertiginous,1,,,
5724,vexation,2,,,
7808,vexatious,1,,,
13643,vicissitudes,1,,,
7537,vim,2,,,
8955,vinous,1,,,
6455,vituperative,1,,,
8893,volgo,1,,,
14150,waylay,1,,,
11063,wenk,1,,,
5841,wiles,2,,,
6870,winkle,1,,,
8511,winkled,1,,,
6491,wodge,2,,,
6251,wry,2,,,
6969,yatter,1,,,
